,MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,MasVnrType,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,LotFrontage,YrSold,SalePrice
74,50,RM,OldTown,3,6,1950,Gambrel,None,Fa,No,Gd,N,840,1605,0,TA,0,,Detchd,Unf,1,Y,60.0,2010,107400
1366,60,RL,CollgCr,7,5,1999,Gable,BrkFace,Gd,No,Ex,Y,882,1790,1,Gd,0,,Attchd,RFn,2,Y,68.0,2008,193000
1141,60,RL,NWAmes,5,7,1976,Gable,BrkFace,TA,No,Ex,Y,1088,1868,1,Gd,1,TA,Attchd,Unf,2,Y,,2009,197500
500,160,RM,BrDale,6,5,1973,Gable,BrkFace,TA,No,TA,Y,672,1218,0,TA,0,,Detchd,Unf,1,Y,21.0,2007,113000
825,20,RL,NridgHt,10,5,2008,Hip,BrkFace,Ex,Av,Ex,Y,2084,2084,1,Ex,1,Gd,Attchd,Fin,3,Y,114.0,2008,385000
195,160,RL,NPkVill,6,6,1976,Gable,None,Gd,No,TA,Y,855,1456,0,TA,1,TA,Attchd,Unf,2,Y,24.0,2009,148500
1459,20,RL,Edwards,5,6,1965,Gable,None,TA,No,Gd,Y,1256,1256,1,TA,0,,Attchd,Fin,1,Y,75.0,2008,147500
616,60,RL,Gilbert,6,5,2003,Gable,None,Gd,No,Ex,Y,807,1509,1,Gd,1,Gd,Attchd,Fin,2,Y,,2006,183200
114,70,RL,Crawfor,6,8,2002,Gambrel,None,TA,No,Ex,Y,1436,2320,1,Gd,1,TA,Detchd,Unf,1,Y,61.0,2007,259500
417,70,RL,Crawfor,6,6,1950,Hip,None,Gd,No,TA,N,1370,2624,1,TA,1,Gd,Detchd,Unf,3,N,86.0,2007,239000
601,50,RM,IDOTRR,6,6,1950,Gable,None,TA,No,TA,Y,780,1375,0,Gd,1,Gd,Detchd,Unf,1,P,50.0,2007,141000
969,190,RL,NAmes,6,5,1958,Hip,BrkFace,TA,Gd,TA,Y,1095,1095,1,TA,0,,Attchd,RFn,1,Y,75.0,2006,140000
921,90,RL,Edwards,5,7,2003,Gable,None,TA,No,Gd,Y,1272,2200,2,TA,0,,,,0,N,67.0,2008,145900
604,20,RL,CollgCr,7,5,2002,Gable,BrkFace,Gd,Mn,Ex,Y,1494,1494,1,Gd,1,TA,Attchd,RFn,2,Y,88.0,2008,221000
1448,50,RL,Edwards,4,7,2000,Gable,None,Fa,No,Gd,N,796,1346,0,TA,0,,Detchd,Unf,1,Y,70.0,2007,112000
89,20,RL,CollgCr,4,5,1995,Gable,None,Gd,No,Ex,Y,990,990,1,TA,0,,,,0,Y,60.0,2007,123600
848,50,RL,ClearCr,6,8,1997,Gable,None,TA,No,TA,Y,1307,2358,0,TA,1,Gd,Detchd,Unf,2,Y,75.0,2008,240000
1114,20,RL,OldTown,5,7,2000,Gable,None,TA,No,Ex,Y,833,833,0,Gd,0,,Detchd,Unf,1,Y,90.0,2006,117000
1395,60,RL,Timber,8,5,2006,Hip,BrkFace,Gd,Gd,Ex,Y,1133,2482,0,Gd,1,Gd,BuiltIn,Fin,3,Y,88.0,2007,281213
753,60,RL,NridgHt,8,5,2005,Gable,BrkFace,Gd,Mn,Gd,Y,1038,2098,0,Ex,1,Gd,Attchd,RFn,3,Y,80.0,2006,275500
498,20,RL,Sawyer,5,7,2004,Hip,BrkFace,TA,No,Ex,Y,899,899,0,Gd,0,,Attchd,Fin,1,Y,65.0,2009,130000
11,60,RL,NridgHt,9,5,2006,Hip,Stone,Ex,No,Ex,Y,1182,2324,1,Ex,2,Gd,BuiltIn,Fin,3,Y,85.0,2006,345000
396,20,RL,CollgCr,5,5,1972,Hip,None,TA,Av,TA,Y,894,894,0,TA,0,,Detchd,RFn,2,Y,60.0,2009,123000
284,120,RL,SawyerW,6,5,1992,Gable,None,Gd,No,Gd,Y,1575,1575,1,Gd,0,,Attchd,RFn,2,Y,50.0,2007,179200
690,120,RM,CollgCr,6,5,2004,Gable,BrkFace,Gd,Gd,Ex,Y,848,848,1,Gd,1,TA,Attchd,RFn,2,Y,,2008,141000
1197,75,RM,OldTown,7,6,1950,Gable,None,TA,No,Ex,Y,815,1690,0,TA,1,Gd,Detchd,Unf,1,Y,65.0,2006,144000
1367,160,RM,MeadowV,5,6,1977,Gable,None,TA,No,Ex,Y,925,1475,0,TA,1,TA,Attchd,RFn,1,Y,41.0,2006,127000
689,120,RL,NridgHt,6,5,2006,Gable,Stone,Gd,Av,Ex,Y,1362,1362,0,Gd,1,Gd,Attchd,RFn,2,Y,61.0,2007,194700
851,120,RL,Blmngtn,8,5,2003,Gable,BrkFace,Gd,Gd,Ex,Y,1456,1456,0,Gd,1,TA,Attchd,Fin,2,Y,,2006,215000
159,60,RL,Gilbert,7,5,2006,Gable,BrkFace,Gd,Mn,Ex,Y,1392,2462,1,Gd,1,Gd,Attchd,RFn,2,Y,134.0,2006,320000
895,60,RL,NAmes,6,5,1963,Hip,BrkFace,TA,No,TA,Y,983,1796,1,TA,1,TA,Attchd,RFn,2,Y,71.0,2008,140000
1192,50,RM,OldTown,5,8,1994,Gambrel,None,TA,Mn,Gd,Y,842,1472,0,Gd,0,,Detchd,Unf,1,P,60.0,2007,125000
257,20,RL,CollgCr,7,5,2006,Gable,Stone,Gd,No,Ex,Y,1604,1604,1,Gd,1,Gd,Attchd,RFn,2,Y,68.0,2009,220000
335,190,RL,Timber,5,6,1965,Gable,None,TA,Gd,Ex,Y,1619,1786,2,TA,2,Gd,Attchd,Fin,2,Y,,2008,228950
1371,80,RL,NAmes,6,6,1996,Hip,None,TA,Av,Gd,Y,1661,1661,1,Gd,1,TA,BuiltIn,RFn,1,Y,80.0,2008,165500
1039,180,RM,MeadowV,4,4,1970,Gable,None,Gd,Av,TA,Y,630,630,1,TA,0,,Attchd,Unf,1,Y,21.0,2009,80000
515,20,RL,NridgHt,10,5,2009,Hip,BrkFace,Ex,No,Ex,Y,2020,2020,1,Ex,1,Gd,Attchd,Fin,3,Y,94.0,2009,402861
1015,60,RL,NWAmes,8,6,2001,Gable,None,Gd,No,Ex,Y,810,1665,1,Gd,0,,Attchd,Fin,2,Y,70.0,2009,227000
768,20,RL,CollgCr,7,5,2005,Hip,None,Gd,No,Ex,Y,1836,1836,0,Gd,1,Gd,Attchd,Fin,2,Y,70.0,2006,216837
1292,70,RM,OldTown,5,4,1965,Gable,None,TA,No,TA,N,1378,2372,0,TA,0,,Attchd,RFn,1,Y,60.0,2009,107500
761,30,RM,BrkSide,5,5,1950,Gable,None,TA,Mn,TA,Y,1301,1301,0,Fa,0,,Detchd,Unf,2,Y,60.0,2009,100000
1074,20,RL,CollgCr,7,5,2006,Gable,None,Gd,Av,Ex,Y,1240,1240,0,Gd,0,,Attchd,RFn,3,Y,74.0,2007,194000
521,20,RL,NAmes,6,6,1957,Gable,None,TA,No,Ex,Y,1244,1244,0,TA,2,Gd,Attchd,Unf,1,Y,90.0,2007,150000
22,20,RL,CollgCr,8,5,2002,Hip,BrkFace,Gd,No,Ex,Y,1795,1795,0,Gd,1,Gd,Attchd,RFn,2,Y,75.0,2008,230000
356,20,RL,Gilbert,6,6,1992,Gable,BrkFace,Gd,No,Gd,Y,1167,1167,1,Gd,0,,Attchd,RFn,2,Y,,2009,173000
1451,20,RL,Somerst,8,5,2009,Gable,Stone,Gd,No,Ex,Y,1578,1578,0,Ex,1,Gd,Attchd,Fin,3,Y,78.0,2009,287090
340,60,RL,Timber,8,5,2002,Gable,None,Gd,No,Ex,Y,993,1908,0,Gd,0,,Attchd,Fin,2,Y,85.0,2010,202900
431,50,RM,OldTown,6,7,1998,Gable,None,TA,No,Gd,Y,1088,1198,0,TA,0,,,,0,N,60.0,2008,79900
473,20,RL,NridgHt,8,5,2007,Gable,BrkFace,Ex,Gd,Ex,Y,1976,1976,1,Gd,1,Ex,Attchd,RFn,3,Y,110.0,2007,440000
217,70,RM,OldTown,4,4,1950,Gable,None,TA,No,Fa,N,810,1328,0,TA,0,,Detchd,Unf,1,Y,57.0,2006,107000
911,20,RL,CollgCr,5,7,1989,Gable,None,Gd,Av,TA,Y,1268,1268,0,Gd,0,,Detchd,Unf,1,Y,,2009,143500
1172,160,FV,Somerst,7,5,2007,Gable,None,Gd,No,Ex,Y,625,1250,0,Gd,0,,Detchd,Fin,2,Y,35.0,2008,171900
1011,90,RL,Edwards,5,5,1965,Hip,None,,,TA,N,1664,1664,0,TA,0,,,,0,Y,75.0,2010,100000
1420,60,RL,NWAmes,6,6,1968,Gable,BrkFace,TA,No,Gd,Y,708,1416,0,TA,1,TA,Attchd,RFn,2,Y,90.0,2006,179900
93,190,C (all),OldTown,6,6,1998,Hip,None,TA,Mn,Ex,N,1260,2291,0,TA,1,Gd,Detchd,Unf,2,Y,60.0,2007,133900
1008,20,RL,Mitchel,7,5,2005,Hip,Stone,Ex,Mn,Ex,Y,1710,1710,0,Gd,1,Gd,Attchd,Fin,2,Y,43.0,2009,240000
696,30,RM,BrkSide,5,7,1950,Gable,None,TA,No,Gd,Y,616,616,0,TA,0,,Detchd,Unf,1,Y,50.0,2006,89000
996,20,RL,NAmes,5,6,1961,Hip,None,TA,No,TA,Y,1050,1050,1,TA,0,,Attchd,Unf,1,Y,,2006,136500
153,20,RL,ClearCr,6,7,1975,Flat,None,Gd,Gd,Gd,Y,1252,1252,1,TA,1,Gd,Attchd,RFn,2,Y,,2008,235000
1307,20,RL,CollgCr,5,5,1995,Gable,None,Gd,No,Ex,Y,990,990,1,TA,0,,Detchd,Unf,2,Y,60.0,2009,138000
1458,20,RL,NAmes,5,6,1996,Hip,None,TA,Mn,Gd,Y,1078,1078,1,Gd,0,,Attchd,Unf,1,Y,68.0,2010,142125
789,60,RL,ClearCr,6,8,2007,Gable,BrkFace,TA,Gd,Gd,Y,976,2087,0,Gd,0,,Attchd,Fin,2,Y,,2007,187500
580,20,RL,NAmes,6,6,1987,Gable,BrkFace,TA,No,Ex,Y,1429,1429,0,Gd,2,Gd,Attchd,Unf,2,Y,,2007,181900
703,190,RM,OldTown,5,9,1996,Gable,None,Gd,No,Gd,Y,1032,1812,0,Gd,1,Po,Detchd,Unf,2,N,76.0,2010,140000
1225,80,RL,NAmes,6,8,1958,Hip,BrkFace,TA,Av,Ex,Y,1138,1138,0,TA,0,,Attchd,RFn,1,Y,65.0,2007,145000
487,20,RL,NWAmes,5,6,1971,Gable,None,Gd,Av,Gd,Y,1484,1484,0,TA,1,TA,Attchd,Unf,2,Y,70.0,2007,175000
559,120,RL,Blmngtn,7,5,2004,Gable,BrkFace,Gd,Gd,Ex,Y,1557,1557,0,Gd,1,TA,Attchd,Fin,2,Y,,2006,234000
801,30,RM,IDOTRR,4,7,1990,Gable,None,TA,No,Ex,Y,1196,1196,1,TA,0,,Detchd,Unf,2,Y,40.0,2007,109900
512,20,RL,NAmes,5,5,1958,Gable,None,TA,No,TA,Y,864,864,1,TA,0,,Detchd,Unf,2,Y,70.0,2006,129900
633,20,RL,NAmes,5,7,2005,Gable,None,TA,No,TA,Y,1056,1056,0,TA,0,,Attchd,Unf,1,Y,80.0,2007,139400
1302,60,RL,NoRidge,8,5,1994,Hip,BrkFace,Gd,No,Ex,Y,1203,2526,1,Gd,1,TA,Attchd,RFn,3,Y,92.0,2006,290000
790,120,RL,Blmngtn,7,5,2006,Gable,BrkFace,Gd,No,Ex,Y,1145,1145,0,Gd,1,Gd,Attchd,Fin,2,Y,43.0,2009,160200
116,20,RL,Sawyer,5,5,1962,Gable,BrkFace,TA,No,TA,Y,1092,1092,0,TA,1,Po,Attchd,Unf,1,Y,,2009,139000
740,70,RM,OldTown,5,7,2002,Gable,None,Fa,No,Ex,Y,768,1432,0,TA,0,,Detchd,Unf,2,Y,60.0,2007,132000
830,20,RL,NAmes,6,5,1957,Gable,BrkFace,TA,No,TA,Y,1392,1392,1,TA,2,Gd,Attchd,RFn,2,Y,80.0,2008,166000
119,60,RL,CollgCr,6,5,2006,Gable,None,Gd,No,Ex,Y,728,1456,0,Gd,1,Gd,Attchd,Fin,2,Y,65.0,2006,163990
656,20,RL,NAmes,5,7,2006,Gable,BrkFace,TA,No,Ex,Y,1053,1053,1,Gd,0,,Attchd,RFn,1,Y,72.0,2008,145500
635,190,RH,SWISU,6,7,1995,Hip,None,TA,No,Ex,Y,1440,3395,0,Fa,0,,,,0,N,60.0,2007,200000
369,20,RL,NAmes,5,7,2006,Gable,None,TA,No,Ex,Y,1287,1287,1,Gd,1,Gd,Detchd,Fin,2,Y,,2010,162000
268,30,RM,IDOTRR,5,6,1955,Gable,None,TA,No,Ex,Y,778,778,0,TA,1,Gd,Detchd,Fin,1,Y,71.0,2008,120500
655,160,RM,BrDale,6,5,1971,Gable,BrkFace,TA,No,TA,Y,525,1092,0,TA,0,,Detchd,Unf,1,Y,21.0,2010,88000
935,30,RL,BrkSide,4,5,1953,Gable,BrkFace,Fa,Mn,Gd,Y,747,747,0,TA,0,,Detchd,Unf,2,Y,52.0,2006,79900
822,60,RL,Gilbert,7,5,2003,Gable,None,Gd,Gd,Ex,Y,847,1733,0,Gd,1,Gd,BuiltIn,Fin,2,Y,,2007,225000
866,20,RL,Timber,8,5,2007,Gable,Stone,Gd,Av,Ex,Y,1646,1646,0,Gd,1,Gd,Attchd,RFn,3,Y,67.0,2007,248900
46,50,RL,Mitchel,7,5,2003,Gable,None,Ex,No,Ex,Y,1518,2149,1,Gd,1,Ex,Attchd,RFn,2,Y,48.0,2009,239686
1287,20,RL,ClearCr,5,5,1964,Gable,BrkCmn,TA,Av,Fa,Y,1582,1582,0,TA,0,,Attchd,Unf,2,N,,2006,190000
991,70,RM,OldTown,8,9,1986,Gable,None,TA,No,Gd,Y,916,1742,0,Gd,1,Gd,Attchd,Unf,2,P,121.0,2009,168000
876,20,RL,Mitchel,4,5,1963,Gable,None,TA,Gd,Gd,Y,1040,1040,1,TA,0,,Attchd,Unf,2,Y,94.0,2007,132250
773,20,RL,NAmes,5,5,1958,Gable,None,TA,No,Ex,Y,912,912,0,TA,0,,Attchd,RFn,1,Y,70.0,2007,114500
4,60,RL,NoRidge,8,5,2000,Gable,BrkFace,Gd,Av,Ex,Y,1145,2198,1,Gd,1,TA,Attchd,RFn,3,Y,84.0,2008,250000
1003,90,RL,NWAmes,5,6,1976,Gable,BrkFace,TA,No,Fa,Y,1680,1680,0,TA,0,,Detchd,Unf,2,Y,,2007,136905
1268,50,RL,Crawfor,8,9,1997,Gable,BrkFace,TA,Mn,Ex,Y,1968,3447,0,Gd,2,Gd,BuiltIn,Unf,3,Y,,2008,381000
263,50,RM,OldTown,5,7,2001,Gable,None,TA,No,TA,Y,926,1316,1,TA,0,,Detchd,Unf,2,Y,50.0,2010,130000
1360,70,RL,SWISU,5,6,1998,Gable,None,TA,No,Ex,Y,990,2601,0,TA,0,,BuiltIn,RFn,2,Y,51.0,2008,189000
1334,160,RM,BrDale,5,6,1970,Gable,None,TA,No,TA,Y,765,1365,0,TA,0,,Attchd,Unf,2,Y,24.0,2009,125000
443,120,RL,Blmngtn,7,5,2007,Gable,BrkFace,Ex,Av,Ex,Y,1258,1258,0,Gd,1,Gd,Attchd,Fin,3,Y,53.0,2007,172500
1002,20,RL,Somerst,8,5,2006,Gable,BrkFace,Gd,No,Ex,Y,1574,1574,0,Gd,1,Gd,Attchd,RFn,3,Y,75.0,2008,232000
1077,20,RL,NAmes,5,5,1969,Gable,None,TA,Mn,Ex,Y,1096,1096,1,TA,0,,Attchd,Fin,1,Y,,2006,138800
837,160,RM,BrDale,6,5,1973,Gable,BrkFace,TA,No,TA,Y,483,987,1,TA,0,,Detchd,Unf,1,Y,21.0,2008,100000
1304,160,RM,Edwards,7,5,2004,Gable,Stone,Gd,No,Ex,Y,976,1708,0,Gd,0,,Detchd,Unf,2,Y,32.0,2006,130000
304,75,RM,OldTown,7,9,2002,Gable,None,TA,No,Ex,Y,1675,3493,0,Gd,1,Ex,Attchd,Unf,3,Y,87.0,2008,295000
1211,50,RL,Gilbert,8,7,2005,Gable,None,Gd,Av,Gd,Y,1080,1752,0,TA,0,,Basment,RFn,2,Y,152.0,2010,164000
313,20,RL,Timber,7,5,1965,Hip,None,Gd,Gd,TA,Y,2036,2036,2,TA,2,Gd,Attchd,RFn,2,Y,150.0,2009,375000
149,50,RM,BrkSide,5,4,1950,Gable,None,Gd,No,Gd,Y,896,1344,0,TA,0,,Detchd,Unf,1,Y,,2006,115000
574,80,RL,NAmes,5,7,2005,Gambrel,BrkFace,TA,Av,TA,Y,576,1109,0,TA,0,,BuiltIn,Unf,1,Y,70.0,2007,139000
50,60,RL,Gilbert,6,6,1997,Gable,None,Gd,Av,Gd,Y,794,1470,0,TA,0,,Attchd,Fin,2,Y,,2007,177000
1140,20,RL,NAmes,5,7,1951,Gable,None,TA,Mn,TA,Y,952,952,1,TA,0,,Detchd,Unf,2,Y,60.0,2008,139000
726,20,RL,Crawfor,6,9,2007,Hip,BrkFace,Gd,No,Ex,Y,1680,1680,1,Gd,1,Gd,Attchd,Fin,2,Y,,2009,222000
833,20,RL,NAmes,6,6,1964,Gable,BrkFace,TA,No,TA,Y,1516,1516,0,TA,0,,Attchd,RFn,2,Y,100.0,2009,167000
1115,20,RL,NridgHt,8,5,2007,Hip,Stone,Ex,No,Ex,Y,1734,1734,1,Ex,1,Gd,Attchd,RFn,3,Y,93.0,2007,318000
470,120,RL,StoneBr,8,5,1985,Gable,None,Gd,Av,TA,Y,1502,1502,1,Gd,0,,Attchd,RFn,2,Y,,2010,212000
971,160,RL,NridgHt,7,5,2004,Gable,Stone,Gd,No,Ex,Y,764,1626,0,Gd,0,,BuiltIn,RFn,2,Y,36.0,2009,173000
653,50,RM,IDOTRR,6,7,1995,Gable,None,TA,No,Ex,Y,756,1469,0,TA,0,,Detchd,Unf,1,Y,60.0,2008,135000
399,60,FV,Somerst,7,5,2007,Gable,Stone,Gd,No,Ex,Y,1112,1550,1,Gd,0,,Attchd,Fin,2,Y,65.0,2009,241000
511,120,RL,NridgHt,7,5,2006,Gable,Stone,Gd,No,Ex,Y,1368,1368,0,Gd,1,Gd,Attchd,RFn,2,Y,40.0,2006,202665
320,60,RL,NridgHt,9,5,2006,Gable,Stone,Ex,Av,Ex,Y,1249,2596,0,Gd,0,,Attchd,RFn,3,Y,111.0,2006,342643
19,20,RL,NAmes,5,6,1965,Hip,None,TA,No,TA,Y,1339,1339,0,TA,0,,Attchd,Unf,1,Y,70.0,2009,139000
684,60,RL,NoRidge,7,5,1998,Gable,BrkFace,Gd,No,Gd,Y,1195,1839,0,TA,0,,Attchd,Fin,2,Y,58.0,2010,221000
35,60,RL,NridgHt,8,5,2005,Gable,Stone,Ex,Av,Ex,Y,1132,2452,0,Gd,1,Gd,BuiltIn,Fin,3,Y,108.0,2006,309000
902,60,RL,Gilbert,7,5,2003,Gable,None,Gd,No,Ex,Y,807,1509,0,Gd,1,Gd,Attchd,Fin,2,Y,63.0,2006,180000
827,20,RL,SawyerW,7,5,2001,Gable,None,Gd,No,Ex,Y,1434,1434,0,Gd,1,TA,Attchd,RFn,2,Y,65.0,2009,189000
1309,20,RL,SawyerW,6,5,1991,Gable,BrkFace,Gd,No,Gd,Y,1294,1294,1,Gd,0,,Attchd,RFn,2,Y,,2008,179200
407,70,RL,Crawfor,6,7,1976,Gable,None,Gd,No,Ex,Y,840,1680,0,TA,0,,Attchd,Unf,1,Y,63.0,2008,177000
920,60,RL,SawyerW,6,5,1994,Gable,BrkFace,Gd,No,Ex,Y,936,1721,0,Gd,0,,Attchd,RFn,2,Y,70.0,2007,201000
537,20,RL,NAmes,4,5,1972,Hip,None,TA,No,TA,Y,864,864,0,TA,0,,Detchd,Unf,2,Y,,2008,111250
758,160,FV,Somerst,7,5,1999,Gable,BrkFace,Gd,No,Gd,Y,757,1501,0,TA,0,,Detchd,Unf,2,Y,24.0,2008,179400
1062,190,RM,OldTown,5,5,1950,Gable,None,TA,No,TA,N,1422,2337,0,TA,0,,Detchd,Unf,2,Y,85.0,2007,90000
245,20,RL,NWAmes,7,5,1988,Gable,BrkFace,Gd,Av,Gd,Y,1872,1872,0,TA,1,TA,Attchd,Fin,2,Y,80.0,2006,241500
1127,20,RL,Gilbert,7,5,2004,Hip,None,Gd,Av,Ex,Y,1530,1530,1,Gd,1,Gd,Attchd,Fin,3,Y,182.0,2007,259000
784,75,RM,OldTown,6,6,2001,Gable,None,TA,No,Ex,Y,742,1484,0,TA,1,Gd,,,0,Y,35.0,2008,128000
489,180,RM,MeadowV,4,8,2002,Gable,None,Gd,Av,TA,Y,630,630,1,Gd,0,,Attchd,Unf,1,Y,21.0,2009,86000
154,30,RM,OldTown,6,5,1950,Gable,None,TA,No,TA,Y,1200,1200,0,TA,0,,Detchd,Unf,1,Y,84.0,2006,125000
961,60,RL,NWAmes,6,7,1995,Gable,BrkFace,Gd,No,TA,Y,1542,2872,1,TA,1,TA,Attchd,Fin,2,Y,,2008,272000
853,80,RL,NAmes,6,6,1964,Gable,BrkFace,TA,Gd,TA,Y,1445,1445,0,TA,1,Fa,Attchd,RFn,2,Y,,2009,158000
625,20,RL,NAmes,6,6,1962,Hip,BrkFace,TA,No,TA,Y,1116,1116,0,TA,0,,Attchd,Unf,2,Y,87.0,2010,160000
685,160,RL,StoneBr,7,5,1984,Gable,None,Gd,Mn,Gd,Y,1190,2090,1,Gd,1,TA,Attchd,Fin,2,Y,,2007,207500
569,90,RL,NAmes,5,5,1979,Gable,None,Gd,Gd,TA,Y,943,943,1,TA,2,TA,Detchd,Unf,2,Y,,2006,135960
1399,50,RL,SWISU,6,6,1990,Gable,None,TA,No,Ex,Y,1160,1608,0,Gd,1,Gd,Detchd,Unf,1,Y,51.0,2009,137450
17,90,RL,Sawyer,4,5,1967,Gable,None,,,TA,Y,1296,1296,0,TA,0,,CarPort,Unf,2,Y,72.0,2006,90000
127,45,RM,OldTown,5,7,1950,Gable,None,TA,No,Ex,Y,840,840,0,TA,1,TA,,,0,N,55.0,2007,87000
927,60,RL,NWAmes,7,5,1968,Gable,BrkFace,TA,No,Gd,Y,1098,1978,0,TA,1,Gd,Attchd,RFn,2,Y,,2008,176000
980,85,RL,NAmes,7,9,2007,Gable,Stone,TA,Av,Gd,Y,999,999,1,Ex,0,,Attchd,RFn,2,Y,,2008,178400
1431,120,RL,NPkVill,6,6,1976,Gable,None,Gd,No,TA,Y,958,958,0,TA,0,,Attchd,RFn,2,Y,,2009,143750
190,70,RL,Crawfor,8,8,1994,Hip,None,Gd,No,TA,Y,1549,2727,0,Gd,2,TA,Detchd,Unf,2,Y,70.0,2007,315000
1139,30,RL,BrkSide,5,5,1950,Gable,None,TA,No,TA,Y,1167,1167,0,TA,1,Gd,Detchd,Unf,2,Y,98.0,2007,144000
992,60,RL,NAmes,6,8,1993,Hip,BrkFace,TA,Gd,Gd,Y,1020,1851,0,Gd,1,Fa,Attchd,RFn,2,Y,80.0,2007,187000
1425,20,RL,NAmes,6,6,1959,Hip,Stone,TA,No,Ex,Y,1252,1252,0,Gd,0,,Detchd,Unf,2,Y,80.0,2008,142000
1218,50,RM,BrkSide,4,5,1950,Gable,None,,,Gd,N,672,912,0,TA,0,,,,0,N,52.0,2006,80500
606,20,RL,CollgCr,5,5,1996,Gable,None,Gd,No,Gd,Y,1040,1040,1,Gd,0,,Detchd,Unf,2,Y,82.0,2009,152000
180,160,FV,Somerst,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,769,1525,0,Gd,1,TA,Detchd,Unf,2,Y,,2007,177000
301,60,RL,CollgCr,8,5,1999,Gable,None,Gd,No,Ex,Y,1210,2452,0,Gd,1,TA,BuiltIn,Fin,2,Y,66.0,2007,267000
496,20,RL,NoRidge,8,5,1993,Hip,None,Gd,No,Ex,Y,3228,3228,1,Gd,1,Gd,Attchd,RFn,2,Y,,2007,430000
1258,80,RL,Gilbert,7,5,2005,Gable,Stone,Gd,Gd,Ex,Y,1166,1166,1,Gd,0,,Attchd,Fin,2,Y,59.0,2008,190000
1222,50,RL,NAmes,6,6,1950,Gable,BrkFace,TA,Mn,Ex,Y,1168,1846,0,TA,1,Gd,Attchd,Unf,1,Y,78.0,2007,143000
1204,20,RL,NWAmes,5,6,1975,Gable,None,Gd,No,Ex,Y,1074,1074,1,TA,0,,Attchd,RFn,2,Y,78.0,2006,153500
517,60,RL,NoRidge,7,5,1997,Gable,BrkFace,Gd,No,Ex,Y,1277,2344,0,Gd,1,TA,Attchd,RFn,3,Y,79.0,2009,265000
1069,45,RL,NAmes,5,7,2003,Gable,None,TA,No,TA,Y,893,893,0,Gd,0,,Detchd,Unf,2,Y,60.0,2007,135000
476,20,RL,CollgCr,6,5,1998,Gable,BrkFace,Gd,Gd,Ex,Y,1493,1493,1,Gd,1,TA,Attchd,Fin,2,Y,75.0,2008,208900
157,60,RL,Timber,8,5,2010,Gable,BrkFace,Ex,No,Ex,Y,774,1968,0,Ex,1,Gd,BuiltIn,Fin,3,Y,92.0,2010,269500
16,20,RL,NAmes,6,7,1970,Gable,BrkFace,TA,No,Ex,Y,1004,1004,1,TA,1,TA,Attchd,Fin,2,Y,,2010,149000
1072,50,RL,Edwards,5,3,1950,Gable,None,Fa,Mn,Fa,Y,1002,1456,1,TA,1,TA,Detchd,Unf,1,P,50.0,2006,91500
546,50,RL,BrkSide,6,7,1950,Gable,None,Gd,No,Ex,Y,915,1635,0,TA,1,Gd,Detchd,Unf,2,Y,70.0,2007,210000
658,50,RL,NAmes,6,5,1950,Gable,None,TA,No,TA,Y,912,1458,0,TA,1,Gd,Attchd,Unf,1,Y,78.0,2010,97500
1193,120,RM,Mitchel,6,5,1999,Hip,BrkFace,Ex,No,Ex,Y,1224,1224,1,TA,0,,Attchd,Fin,2,Y,,2009,165000
1019,120,RL,Blmngtn,7,5,2005,Gable,BrkFace,Gd,Gd,Ex,Y,1506,1506,0,Gd,1,Gd,Attchd,Fin,2,Y,43.0,2006,213490
1223,20,RL,NAmes,5,3,1951,Hip,BrkFace,TA,No,TA,N,2136,2136,0,TA,0,,Detchd,Unf,2,Y,89.0,2006,137900
959,160,FV,Somerst,7,5,1999,Hip,None,Gd,No,Ex,Y,696,1416,1,Gd,0,,Detchd,Unf,2,Y,24.0,2010,155000
1373,20,RL,NoRidge,10,5,2002,Hip,BrkFace,Ex,Gd,Ex,Y,2633,2633,1,Ex,2,Gd,Attchd,RFn,3,Y,,2007,466500
283,20,RL,Somerst,8,5,2009,Gable,Stone,Gd,No,Ex,Y,1468,1468,0,Gd,1,Gd,Attchd,Fin,3,Y,74.0,2009,244600
797,20,RL,NAmes,5,5,1953,Gable,None,TA,No,Gd,Y,773,773,0,TA,0,,Attchd,Unf,1,Y,57.0,2008,110000
225,160,RM,BrDale,5,5,1971,Gable,BrkFace,TA,No,TA,Y,630,1302,0,TA,0,,Detchd,Unf,1,Y,21.0,2009,112000
26,20,RL,NAmes,5,7,2000,Gable,None,TA,Mn,TA,Y,900,900,0,Gd,0,,Detchd,Unf,2,Y,60.0,2010,134800
437,45,RM,BrkSide,6,7,2004,Gable,None,TA,No,Gd,Y,904,904,0,TA,0,,Detchd,Unf,1,Y,50.0,2009,119000
1419,20,RL,Crawfor,6,5,1969,Gable,BrkFace,TA,Av,Gd,Y,1844,1844,1,Gd,1,TA,Attchd,RFn,2,Y,,2006,223000
229,120,RL,Blmngtn,7,5,2006,Gable,BrkFace,Gd,Av,Ex,Y,1555,1555,0,Gd,1,TA,Attchd,Fin,2,Y,43.0,2009,192500
